id,Name,ID,ALIGN,EYE,HAIR,ALIVE,APPEARANCES,FIRST APPEARANCE,YEAR
233,Maxima (New Earth),Public Identity,Good Characters,Brown Eyes,Red Hair,Deceased Characters,124,"1989, September",1989
234,Inza Cramer (New Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Deceased Characters,124,"1940, May",1940
235,Gunner MacKay (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,123,"1959, May",1959
236,Linda Danvers (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,123,"1996, September",1996
237,Dubbilex (New Earth),Public Identity,Good Characters,Green Eyes,Unknown or None,Living Characters,123,"1971, March",1971
238,Jack Knight (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,122,"1994, September",1994
239,Antonia Monetti (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,122,"1996, October",1996
240,Skeets (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,122,"1986, February",1986
241,Sarge Clay (New Earth),Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Deceased Characters,121,"1959, May",1959
242,Nimue Inwudu (New Earth),Public Identity,Good Characters,Green Eyes,Black Hair,Living Characters,121,"1978, February",1978
243,Khaji Da (New Earth),Secret Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,121,"1964, June",1964
244,Elizabeth Lawrence (New Earth),Secret Identity,Unknown or None,Blue Eyes,Blond Hair,Living Characters,120,"1942, December",1942
245,Pallas Athena (New Earth),Public Identity,Neutral Characters,Grey Eyes,Brown Hair,Living Characters,118,"1958, May",1958
246,Terrence Long (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,116,"1981, June",1981
247,Evan McCulloch (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,116,"1989, February",1989
248,Crispus Allen (New Earth),Secret Identity,Good Characters,Brown Eyes,Unknown or None,Deceased Characters,116,"2000, March",2000
249,Granny Goodness (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,115,"1971, June",1971
250,Zeus (New Earth),Public Identity,Neutral Characters,Blue Eyes,White Hair,Living Characters,115,"1941, December",1941
251,Dolphin (New Earth),Unknown,Good Characters,Blue Eyes,Silver Hair,Deceased Characters,115,"1968, December",1968
252,Strata (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Living Characters,115,"1989, February",1989
253,Holly Robinson (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,114,"1987, February",1987
254,Martha Kane (New Earth),Public Identity,Good Characters,Blue Eyes,Black Hair,Deceased Characters,113,"1987, February",1987
255,John Sargent (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,113,"1941, May",1941
256,Dian Belmont (New Earth),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Deceased Characters,113,"1940, February",1940
257,Jason Woodrue (New Earth),Public Identity,Bad Characters,Red Eyes,Green Hair,Living Characters,113,"1962, July",1962
258,Leslie Thompkins (New Earth),Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,111,"1976, March",1976
259,Edward Bloomberg (New Earth),Secret Identity,Good Characters,Yellow Eyes,Grey Hair,Deceased Characters,111,"1984, June",1984
260,Tara Markov (Team Titans),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,110,1991,1991
261,Dmitri Pushkin (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,110,"1987, February",1987
262,June Moone (New Earth),Secret Identity,Good Characters,Green Eyes,Black Hair,Living Characters,110,"1966, April",1966
263,Ohiyesa I (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,109,"1949, September",1949
264,Mia Dearden (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,109,"2001, May",2001
265,Krypto (New Earth),Secret Identity,Good Characters,Blue Eyes,White Hair,Living Characters,109,"1955, March",1955
266,Donald Richards (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,109,"1942, March",1942
267,Thomas Blake (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,108,"1963, January",1963
268,Leonid Kovar (New Earth),Secret Identity,Good Characters,Green Eyes,Blond Hair,Living Characters,108,"1968, December",1968
269,Zauriel (New Earth),Public Identity,Good Characters,Red Eyes,White Hair,Living Characters,108,"1997, June",1997
270,Emily Briggs (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,107,"1985, September",1985
271,Lilith Clay (New Earth),Secret Identity,Good Characters,Green Eyes,Strawberry Blond Hair,Deceased Characters,107,"1970, February",1970
272,Hans von Hammer (New Earth),Public Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,106,"1965, February",1965
273,Thomas Tresser (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,106,"1980, September",1980
274,William Polk (New Earth),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Living Characters,106,"1948, February",1948
275,Jervis Tetch (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,105,"1948, October",1948
276,Lyla Michaels (New Earth),Public Identity,Good Characters,Green Eyes,Blond Hair,Deceased Characters,105,"1982, July",1982
277,Bruce Gordon (New Earth),Public Identity,Good Characters,Unknown or None,Brown Hair,Living Characters,105,"1963, July",1963
278,Sugar Plumm (New Earth),Unknown,Good Characters,Unknown or None,Blond Hair,Living Characters,105,"1956, May",1956
279,Aphrodite (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,104,"1941, December",1941
280,Enya Wazzo (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,104,"1989, November",1989
281,Zinda Blake (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,104,"1959, February",1959
282,Werner Vertigo (New Earth),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,104,"1978, July",1978
283,Sapphire Stagg (New Earth),Unknown,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,104,"1965, January",1965
284,Cecil Wilson (New Earth),Unknown,Good Characters,Unknown or None,Red Hair,Living Characters,104,"1956, May",1956
285,Sarah Essen (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,103,"1987, March",1987
286,Rip Hunter (New Earth),Secret Identity,Unknown or None,Blue Eyes,Blond Hair,Living Characters,103,"1959, June",1959
287,Wing How (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,103,"1938, October",1938
288,Jade Nguyen (New Earth),Secret Identity,Bad Characters,Green Eyes,Black Hair,Living Characters,103,"1983, August",1983
289,Jack Drake (New Earth),Unknown,Good Characters,Black Eyes,Brown Hair,Deceased Characters,102,"1989, August",1989
290,Vril Dox I (New Earth),Secret Identity,Bad Characters,Green Eyes,Unknown or None,Living Characters,102,"1988, March",1988
291,Adolf Hitler (New Earth),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,101,"1942, March",1942
292,Grace Choi (New Earth),Secret Identity,Good Characters,Brown Eyes,Red Hair,Living Characters,100,"2003, August",2003
293,Lawrence Jordan (New Earth),Secret Identity,Unknown or None,Brown Eyes,Brown Hair,Deceased Characters,100,"1942, February",1942
294,Natasha Irons (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,99,"1994, February",1994
295,Katherine Spencer (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,98,"2004, October",2004
296,Lorraine Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,98,"1982, June",1982
297,Noah Kuttler (New Earth),Public Identity,Bad Characters,Green Eyes,Brown Hair,Living Characters,98,"1976, September",1976
298,Stealth (New Earth),Secret Identity,Good Characters,Pink Eyes,White Hair,Deceased Characters,98,"1989, February",1989
299,Jan Haasan (New Earth),Public Identity,Good Characters,Unknown or None,Blond Hair,Living Characters,98,"1942, June",1942
300,Despero (New Earth),Public Identity,Bad Characters,Yellow Eyes,Unknown or None,Living Characters,98,"1960, November",1960
301,Jeffrey Franklin Burr (New Earth),Secret Identity,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,97,"1976, March",1976
302,Hippolyta Trevor (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,97,"1983, February",1983
303,Tef\u00e9 Holland (New Earth),Unknown,Bad Characters,Blue Eyes,White Hair,Living Characters,97,"1989, December",1989
304,Bizarro (New Earth),Public Identity,Neutral Characters,Black Eyes,Black Hair,Living Characters,96,"2000, September",2000
305,Henry Henshaw (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,96,"1990, May",1990
306,Charles Dickles (New Earth),Public Identity,Good Characters,Unknown or None,Unknown or None,Living Characters,96,"1941, June",1941
307,Dream (New Earth),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Deceased Characters,95,"1989, January",1989
308,Black Manta (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,95,"1967, October",1967
309,Felix Faust (New Earth),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Living Characters,95,"1962, March",1962
310,Maxine Hunkel (New Earth),Secret Identity,Good Characters,Green Eyes,Red Hair,Living Characters,95,"2007, February",2007
311,Wade Eiling (New Earth),Public Identity,Bad Characters,Red Eyes,Brown Hair,Living Characters,95,"1987, March",1987
312,James Harper (New Earth),Public Identity,Good Characters,Blue Eyes,Brown Hair,Deceased Characters,94,"1942, April",1942
313,Virgil Hawkins (Dakotaverse),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,94,"1993, June",1993
314,Soranik Natu (New Earth),Public Identity,Good Characters,Purple Eyes,Black Hair,Living Characters,93,"2005, November",2005
315,Roman Sionis (New Earth),Public Identity,Bad Characters,Black Eyes,Unknown or None,Deceased Characters,92,"1985, August",1985
316,Merlin (New Earth),Secret Identity,Neutral Characters,Black Eyes,White Hair,Living Characters,92,"1936, February",1936
317,"Henry King, Jr. (New Earth)",Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Living Characters,92,"1983, August",1983
318,Abin Sur (New Earth),Public Identity,Good Characters,Blue Eyes,Unknown or None,Deceased Characters,92,"1959, October",1959
319,Citizen Abra (New Earth),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,92,"1962, May",1962
320,Orm Marius (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Living Characters,92,"1966, October",1966
321,Anissa Pierce (New Earth),Secret Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,92,"2003, August",2003
322,Jonathan Tane (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Deceased Characters,91,"1948, August",1948
323,Danette Reilly (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Living Characters,91,"1981, August",1981
324,William Payton (New Earth),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,91,"1988, October",1988
325,Hermes (New Earth),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Living Characters,90,"1959, April",1959
326,Ronald Troupe (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,90,"1991, July",1991
327,William Storm (New Earth),Public Identity,Good Characters,Brown Eyes,Brown Hair,Deceased Characters,90,"1964, June",1964
328,Timothy Hunter (New Earth),Public Identity,Good Characters,Black Eyes,Black Hair,Living Characters,89,"1990, December",1990
329,William Zard (New Earth),Public Identity,Bad Characters,Blue Eyes,Black Hair,Living Characters,89,"1947, April",1947
330,Eobard Thawne (New Earth),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Deceased Characters,89,"1963, September",1963
331,Sandra Wu-San (New Earth),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Living Characters,89,"1976, January",1976
332,Taghurrhu (New Earth),Public Identity,Good Characters,Green Eyes,Orange Hair,Living Characters,89,"1981, June",1981
333,Bobo T. Chimpanzee (New Earth),Unknown,Unknown or None,Black Eyes,Black Hair,Living Characters,88,"1952, August",1952
334,Arnold Wesker (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Deceased Characters,88,"1988, February",1988
335,David Clinton (New Earth),Secret Identity,Unknown or None,Blue Eyes,Black Hair,Living Characters,88,"1962, November",1962
336,Philippus (New Earth),Public Identity,Good Characters,Brown Eyes,Black Hair,Living Characters,88,"1987, February",1987
337,Miriam Delgado (Team Titans),Secret Identity,Good Characters,Black Eyes,Black Hair,Living Characters,87,1991,1991
338,Peter Ross (New Earth),Public Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,87,"1961, January",1961
339,Mikaal Tomas (New Earth),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Living Characters,87,"1976, March",1976
340,Mister Bones (New Earth),Secret Identity,Neutral Characters,Unknown or None,Unknown or None,Living Characters,87,"1985, July",1985
341,Sardath (New Earth),Public Identity,Good Characters,Blue Eyes,Unknown or None,Living Characters,86,"1958, December",1958
342,Suzanne King-Jones (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,86,"1997, August",1997
343,Harold Thompson (New Earth),Secret Identity,Unknown or None,Blue Eyes,Blond Hair,Living Characters,86,"1938, June",1938
344,Herakles (New Earth),Public Identity,Unknown or None,Brown Eyes,Brown Hair,Living Characters,86,"1941, December",1941
345,Rosabelle Mendez (New Earth),Secret Identity,Good Characters,Red Eyes,Unknown or None,Deceased Characters,86,"1991, February",1991
346,Matthew Tyler (New Earth),Public Identity,Good Characters,White Eyes,Unknown or None,Deceased Characters,86,"1997, November",1997
347,Congorilla (New Earth),Public Identity,Good Characters,Blue Eyes,Gold Hair,Living Characters,85,"1959, January",1959
348,Shayera Thal (New Earth),Secret Identity,Good Characters,Blue Eyes,Red Hair,Deceased Characters,85,"1989, August",1989
349,Mallah (New Earth),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Deceased Characters,85,"1964, March",1964
350,Julia Deneiros (New Earth),Public Identity,Good Characters,Blue Eyes,Grey Hair,Living Characters,84,"1987, April",1987
351,Thomas Elliot (New Earth),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Living Characters,84,"2003, January",2003
352,Greta Hayes (New Earth),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Living Characters,84,"1998, June",1998
353,Jonathan Law (New Earth),Secret Identity,Unknown or None,Blue Eyes,Blond Hair,Deceased Characters,84,"1941, October",1941
354,Etta Candy (New Earth),Public Identity,Good Characters,Green Eyes,Brown Hair,Living Characters,84,"1942, February",1942
355,Parallax (New Earth),Secret Identity,Bad Characters,Unknown or None,Unknown or None,Living Characters,84,"1994, March",1994
356,Simon Stagg (New Earth),Public Identity,Bad Characters,Blue Eyes,White Hair,Living Characters,83,"1965, January",1965
357,"Rex, the Wonder Dog (New Earth)",Public Identity,Good Characters,Blue Eyes,White Hair,Living Characters,83,"1952, February",1952
358,Thomas Bronson (New Earth),Secret Identity,Good Characters,Blue Eyes,Black Hair,Living Characters,83,"2007, February",2007
